Marker_name	Chromosome	Marker_position
A13125	chr2	233348537
A13126	chr20	30282023
A13127	chr4	155529702
A13128	chr4	155508098
A13129	chr11	74800278
A13130	chr4	155488173
A13131	chr4	155463872
A13132	chr19	41299125
A13133	chr19	58921282
A13134	chr21	41800995
A13135	chr17	72290704
A13136	chr2	232391538
A13137	chr1	9836834
A13138	chr5	139045175
A13139	chr19	58709662
A13140	chr1	9750481
A13141	chr6	42888650
A13142	chr1	9622389
A13143	chr5	73930241
A13144	chr1	9391265
A13145	chr11	72992606
A13146	chr17	65901067
A13147	chr5	76181650
A13148	chr19	58097484
A13149	chrX	41586398
A13150	chrX	41552376
A13151	chr11	70710057
A13152	chr1	6553136
A13153	chr12	14585153
A13154	chr20	62715222
A13155	chr20	62707928
A13156	chr20	62692444
A13157	chr8	7753192
A13158	chr11	22259812
A13159	chr5	141008440
A13160	chr1	162344826
A13161	chr14	67311322
A13162	chr16	77918215
A13163	chr1	15513002
A13164	chr1	7337575
A13165	chr19	39298157
A13166	chr3	169520995
A13167	chr12	103291425
A13168	chr15	45704073
A13169	chr15	45673923
A13170	chr10	135375140
A13171	chr19	17568998
A13172	chr19	38908320
A13173	chr1	160339747
A13174	chr1	41485089
A13175	chr18	60888970
A13176	chr12	2992025
A13177	chr1	41461621
A13178	chr10	135044420
A13179	chr10	135006933
A13180	chr19	38386390
A13181	chr1	169762888
A13182	chr10	134689111
A13183	chr1	36575829
A13184	chr10	134221019
A13185	chr5	140432245
A13186	chr19	38073653
A13187	chr1	11252718
A13188	chr12	1689245
A13189	chr1	11143306
A13190	chr19	37967373
A13191	chr12	723203
A13192	chr9	20482102
A13193	chr12	8377035
A13194	chr2	10267000
A13195	chr2	3436155
A13196	chr9	21077523
A13197	chr20	60962874
A13198	chr12	8214982
A13199	chr17	690631
A13200	chr10	89677278
A13201	chr2	3625652
A13202	chr20	4705831
A13203	chr2	3599294
A13204	chr20	4674559
A13205	chr1	44592667
A13206	chr20	4215525
A13207	chr15	44325206
A13208	chr18	24438892
A13209	chr9	21507654
A13210	chr19	16034427
A13211	chr15	62909777
A13212	chr17	18389155
A13213	chr17	18697167
A13214	chr17	18664994
A13215	chr19	15852678
A13216	chr20	52205025
A13217	chr19	15839348
A13218	chr1	121118536
A13219	chr11	5153397
A13220	chr2	224464439
A13221	chr17	17911623
A13222	chr19	15641216
A13223	chr15	60325175
A13224	chr1	43133262
A13225	chr17	17898165
A13226	chr19	2909685
A13227	chr20	5787798
A13228	chr11	4595851
A13229	chr10	65076351
A13230	chr15	59499873
A13231	chr5	150009712
A13232	chr11	4453030
A13233	chr19	2872924
A13234	chr2	95705579
A13235	chr19	2827821
A13236	chr4	140386074
A13237	chr19	2799528
A13238	chr9	69403686
A13239	chr2	79385505
A13240	chr3	115391254
A13241	chr2	79313650
A13242	chr1	92512316
A13243	chr3	49164549
A13244	chr3	49151925
A13245	chr3	49137959
A13246	chr17	38080574
A13247	chr5	70205424
A13248	chr2	10188969
A13249	chr3	194083224
A13250	chr5	70235268
A13251	chr2	88891676
A13252	chr2	88826635
A13253	chr19	2083854
A13254	chr2	88340986
A13255	chr3	48338964
A13256	chr7	25162345
A13257	chr2	87065754
A13258	chr17	33749190
A13259	chr16	71408478
A13260	chr3	111936419
A13261	chr17	3119379
A13262	chr17	3101277
A13263	chr11	55861257
A13264	chr1	152769942
A13265	chr17	32614020
A13266	chr9	86005683
A13267	chr8	121686749
A13268	chr8	121506006
A13269	chr17	29229096
A13270	chr8	121425321
A13271	chr18	56377994
A13272	chr6	22292605
A13273	chr15	89189549
A13274	chrX	68394263
A13275	chr11	55371352
A13276	chr6	20156802
A13277	chr11	56143564
A13278	chr6	19839266
A13279	chr11	48267115
A13280	chr7	107113280
A13281	chr3	45986135
A13282	chr20	48808294
A13283	chr19	828557
A13284	chr16	1291626
A13285	chr4	94750631
A13286	chr5	43542114
A13287	chr12	10276116
A13288	chr5	43501025
A13289	chr11	47613713
A13290	chr22	42902575
A13291	chr1	72305020
A13292	chr5	43128700
A13293	chr20	15004928
A13294	chr11	118973127
A13295	chr19	577395
A13296	chr11	118999524
A13297	chr11	59480816
A13298	chr2	169472008
A13299	chrY	27628634
A13300	chr20	13068519
A13301	chrY	27603713
A13302	chr17	30182619
A13303	chr20	45315711
A13304	chr2	168702866
A13305	chr11	59211142
A13306	chr12	10126104
A13307	chr11	59189932
A13308	chr7	134348062
A13309	chr7	100304397
A13310	chr1	95489232
A13311	chr3	67557961
A13312	chrY	26335336
A13313	chr15	81608959
A13314	chr22	41965256
A13315	chr6	46324092
A13316	chr15	81528510
A13317	chr11	119026541
A13318	chr7	100273975
A13319	chr18	47773227
A13320	chr11	58207119
A13321	chr11	58190262
A13322	chr16	695143
A13323	chr11	119058549
A13324	chr11	118981080
A13325	chr11	57886444
A13326	chr15	80793485
A13327	chr1	68233149
A13328	chr11	57798902
A13329	chr16	2766485
A13330	chr4	120082941
A13331	chr4	119896199
A13332	chr22	41256841
A13333	chr11	57422902
A13334	chr1	67265181
A13335	chr17	60470708
A13336	chr11	118400049
A13337	chr6	43626559
A13338	chr2	241071102
A13339	chr6	43584976
A13340	chr1	59997828
A13341	chr11	56510795
A13342	chr13	21286751
A13343	chr11	56431650
A13344	chr16	2891157
A13345	chr6	96563674
A13346	chr11	56409444
A13347	chrX	102884756
A13348	chr18	32918811
A13349	chrY	20729703
A13350	chr6	96041376
A13351	chrX	102764547
A13352	chr2	241830885
A13353	chr2	241813907
A13354	chr11	56128227
A13355	chr11	56020187
A13356	chr4	87959180
A13357	chr5	80657911
A13358	chr11	65653611
A13359	chr11	67187758
A13360	chr19	15905326
A13361	chr16	88046887
A13362	chr11	67177154
A13363	chrX	153225131
A13364	chr10	50340626
A13365	chr11	65649246
A13366	chr5	156894376
A13367	chr12	55238240
A13368	chr2	1158969
A13369	chr5	156770668
A13370	chr12	20679747
A13371	chr15	38819040
A13372	chr3	183239398
A13373	chr10	75542607
A13374	chr14	23301667
A13375	chr6	123120590
A13376	chr12	49255304
A13377	chr11	67162528
A13378	chr11	65637487
A13379	chr12	48596625
A13380	chr10	75445836
A13381	chr17	34188925
A13382	chr17	34164039
A13383	chr10	46255528
A13384	chr11	67234283
A13385	chr3	178762539
A13386	chr10	46139635
A13387	chr6	128134496
A13388	chr8	57026021
A13389	chr19	21551918
A13390	chr11	60560799
A13391	chr17	33689022
A13392	chr14	67675688
A13393	chr9	34690419
A13394	chr11	67208405
A13395	chr8	33279641
A13396	chr10	72100555
A13397	chr11	65629860
A13398	chr8	30872276
A13399	chr6	37202943
A13400	chr11	59282858
A13401	chr8	189739
A13402	chr3	130134023
A13403	chr11	65609995
A13404	chr3	129489527
A13405	chr13	41918253
A13406	chr11	58170409
A13407	chr3	129133829
A13408	chr11	58034998
A13409	chr11	57982706
A13410	chr16	57203203
A13411	chr3	128824028
A13412	chr17	72881568
A13413	chr9	155010
A13414	chr12	54427889
A13415	chr17	72705095
A13416	chr5	112334533
A13417	chr2	232298885
A13418	chr11	65612739
A13419	chr17	72203257
A13420	chr8	65605819
A13421	chr11	65559591
A13422	chr12	53615559
A13423	chr16	67033076
A13424	chr16	67002095
A13425	chr11	67075498
A13426	chr16	66973673
A13427	chr16	66921074
A13428	chr2	174800808
A13429	chr12	53042145
A13430	chr5	118479150
A13431	chr2	172905824
A13432	chr3	40591272
A13433	chr9	139560219
A13434	chr11	71199654
A13435	chr11	71151576
A13436	chr22	40965594
A13437	chr13	35881791
A13438	chr11	65485392
A13439	chr11	69122049
A13440	chr11	67062987
A13441	chr11	68776370
A13442	chr3	38182241
A13443	chr11	68747972
A13444	chr3	38251779
A13445	chr3	38313554
A13446	chrX	54019250
A13447	chr2	30768591
A13448	chr4	100132244
A13449	chr2	112103302
A13450	chr22	17283445
A13451	chr3	75714926
A13452	chr3	75670828
A13453	chr11	65483271
A13454	chr2	110004005
A13455	chr3	72992256
A13456	chr10	100607247
A13457	chr17	43119590
A13458	chr3	35758212
A13459	chr4	7051652
A13460	chr4	7043653
A13461	chr11	67043954
A13462	chr11	65425816
A13463	chr4	5627887
A13464	chr7	64001873
A13465	chr12	112708944
A13466	chr17	27132623
A13467	chr9	16640171
A13468	chr9	118034510
A13469	chr1	155912052
A13470	chr4	84234960
A13471	chr4	84194378
A13472	chr10	97682920
A13473	chr12	111314956
A13474	chr1	161495358
A13475	chr11	64084744
A13476	chr7	110748286
A13477	chr11	66956149
A13478	chr10	96971321
A13479	chr8	145607623
A13480	chr13	21752003
A13481	chr10	96098860
A13482	chr11	64078629
A13483	chr11	66831886
A13484	chr12	43846696
A13485	chr2	62245120
A13486	chr2	204329600
A13487	chr1	155181052
A13488	chr3	123084874
A13489	chr3	122424576
A13490	chrX	77555004
A13491	chr3	122327171
A13492	chr1	154949427
A13493	chr12	39978694
A13494	chr2	61411445
A13495	chr5	148580575
A13496	chr1	116666118
A13497	chr6	111586460
A13498	chr1	116212709
A13499	chr5	95122866
A13500	chr3	121521268
A13501	chr11	66796291
A13502	chr3	121425324
A13503	chr21	15148997
A13504	chr11	66743611
A13505	chr10	90571395
A13506	chr5	145894209
A13507	chr9	1053953
A13508	chr9	114313781
A13509	chr5	145473940
A13510	chr12	8004426
A13511	chr11	64047253
A13512	chr10	88720696
A13513	chr10	88712267
A13514	chr2	132236394
A13515	chr8	9526640
A13516	chrX	134487899
A13517	chr21	43418718
A13518	chr8	9001424
A13519	chr1	158435808
A13520	chr8	8094252
A13521	chr2	131487276
A13522	chr4	184859631
A13523	chr11	65374039
A13524	chr8	126446605
A13525	chr20	23584780
A13526	chr11	65361896
A13527	chr2	128459991
A13528	chr1	22983643
A13529	chr1	22964550
A13530	chr4	121975472
A13531	chr3	51933121
A13532	chr12	10317819
A13533	chr12	75746379
A13534	chr3	49539597
A13535	chr20	20350177
A13536	chr1	58236428
A13537	chr1	231125534
A13538	chr20	20006029
A13539	chr3	49265699
A13540	chr14	21526297
A13541	chr11	18289622
A13542	chr1	19939895
A13543	chr11	65351815
A13544	chr12	72065604
A13545	chr7	19786077
A13546	chr11	119206630
A13547	chr11	64013184
A13548	chr14	21064548
A13549	chr11	65339657
A13550	chr7	16910320
A13551	chr3	47725179
A13552	chr19	58419821
A13553	chr18	7986819
A13554	chr11	64010039
A13555	chr11	64004134
A13556	chr15	77556478
A13557	chr8	23007322
A13558	chr3	49724157
A13559	chr8	22958409
A13560	chr3	49757830
A13561	chr4	71828104
A13562	chr5	16458764
A13563	chr15	75985926
A13564	chr15	75947444
A13565	chr2	26793925
A13566	chr2	192552089
A13567	chr8	21965657
A13568	chr2	26550363
A13569	chr19	56423383
A13570	chr15	93498881
A13571	chr3	46063875
A13572	chr19	56158477
A13573	chr3	45936331
A13574	chr12	94776994
A13575	chr4	70620279
A13576	chr12	93784341
A13577	chr11	66670775
A13578	chr4	70486550
A13579	chr9	127805336
A13580	chr6	117131724
A13581	chr1	10024522
A13582	chr11	66626032
A13583	chr6	116841462
A13584	chr1	183618996
A13585	chr21	46938905
A13586	chr1	16343306
A13587	chr11	66612161
A13588	chr1	46775875
A13589	chr1	6627529
A13590	chr1	6304945
A13591	chrX	20151299
A13592	chr7	102296309
A13593	chr9	125424386
A13594	chrX	19959697
A13595	chr2	231979559
A13596	chrX	19074091
A13597	chr2	231875303
A13598	chr3	124648476
A13599	chr3	33226122
A13600	chr3	124729678
A13601	chr17	48915860
A13602	chr11	66561454
A13603	chr1	235282451
A13604	chr1	244534451
A13605	chr2	228381399
A13606	chr17	40389955
A13607	chr17	80274111
A13608	chr3	44328484
A13609	chr17	40124254
A13610	chr17	39859437
A13611	chr17	39882445
A13612	chr19	33265571
A13613	chr1	101736675
A13614	chr3	42781163
A13615	chr17	39847028
A13616	chr17	78400425
A13617	chr17	78303625
A13618	chr11	65123661
A13619	chr17	61613516
A13620	chr17	60832190
A13621	chr1	45268779
A13622	chr10	5477470
A13623	chr7	35023185
A13624	chr17	47304426
A13625	chr19	12732233
A13626	chr10	106465
A13627	chr3	169852028
A13628	chr3	169779454
A13629	chr17	77756856
A13630	chr11	66474708
A13631	chr3	167770114
A13632	chr17	38952333
A13633	chr11	66438930
A13634	chr10	105152510
A13635	chr17	46620848
A13636	chr17	77032383
A13637	chr5	126284953
A13638	chr19	11486494
A13639	chr5	101600971
A13640	chr11	66409125
A13641	chr1	111892272
A13642	chr3	194890452
A13643	chrX	138444370
A13644	chr2	24188967
A13645	chr19	3770660
A13646	chr13	46818792
A13647	chr17	37821624
A13648	chr11	66366891
A13649	chr3	196377716
A13650	chr3	196436156
A13651	chrX	24023570
A13652	chr3	196305706
A13653	chr13	46282570
A13654	chrX	79645906
A13655	chr1	84968128
A13656	chrX	23094379
A13657	chr13	45980020
A13658	chr9	35043540
A13659	chr1	208071170
A13660	chr11	66333623
A13661	chr17	8738517
A13662	chr12	65777223
A13663	chr17	36466045
A13664	chr12	65602729
A13665	chr16	1474545
A13666	chr17	36532065
A13667	chr4	38779235
A13668	chr4	38825368
A13669	chr4	38841887
A13670	chr5	99896727
A13671	chr5	98119350
A13672	chr4	1652835
A13673	chr4	37348464
A13674	chr1	110041114
A13675	chr6	52767960
A13676	chr11	66300908
A13677	chr3	101282998
A13678	chr1	169578759
A13679	chr16	88777332
A13680	chr10	51298001
A13681	chr15	41987781
A13682	chr12	64598086
A13683	chrX	100235257
A13684	chr8	101630379
A13685	chr4	513487
A13686	chr17	1571049
A13687	chr12	49171397
A13688	chr12	27849997
A13689	chr17	1443561
A13690	chr12	49235086
A13691	chr3	113954954
A13692	chr11	64884522
A13693	chr2	176945420
A13694	chr17	7375133
A13695	chr17	7288473
A13696	chr20	39876700
A13697	chr1	201436492
A13698	chr2	189626856
A13699	chr17	6946095
A13700	chr17	6941417
A13701	chr1	54085893
A13702	chr5	180166570
A13703	chr4	40347290
A13704	chr1	53539514
A13705	chr7	72458336
A13706	chr5	1213471
A13707	chr20	37077392
A13708	chr7	74934583
A13709	chr11	128772695
A13710	chr1	242034859
A13711	chr14	36143034
A13712	chr7	74465645
A13713	chr20	61145141
A13714	chr13	108865251
A13715	chr20	61157815
A13716	chr13	107516399
A13717	chr8	110115331
A13718	chr7	74536993
A13719	chr8	107777092
A13720	chr12	110753729
A13721	chr15	66819706
A13722	chr15	66803612
A13723	chr15	66786312
A13724	chr18	51867531
A13725	chr15	23688513
A13726	chr2	215359736
A13727	chr12	110488681
A13728	chrX	117959342
A13729	chr7	146965771
A13730	chr4	173348057
A13731	chr9	28309179
A13732	chr11	66289587
A13733	chr15	66017507
A13734	chr15	65644921
A13735	chr3	111845920
A13736	chr2	96586064
A13737	chr1	205897382
A13738	chr1	205555029
A13739	chr11	66239512
A13740	chr19	40723135
A13741	chr12	109839518
A13742	chr1	205052951
A13743	chr11	66218377
A13744	chr19	51334507
A13745	chr3	136697499
A13746	chr1	204175254
A13747	chr1	39464313
A13748	chr11	66191326
A13749	chr3	135891923
A13750	chr19	58869968
A13751	chr7	130418144
A13752	chr4	118005727
A13753	chr12	108707469
A13754	chr1	213177346
A13755	chr4	115559495
A13756	chr3	134346229
A13757	chr16	19798342
A13758	chr3	133711284
A13759	chr19	9534763
A13760	chr19	9325034
A13761	chr11	66134838
A13762	chr11	1447524
A13763	chr19	53818843
A13764	chrX	37402422
A13765	chr21	31128407
A13766	chr11	66114003
A13767	chr5	82361173
A13768	chr7	127889509
A13769	chr5	171816856
A13770	chr12	32129171
A13771	chr4	113568434
A13772	chr10	93667793
A13773	chr3	24004430
A13774	chrX	90691588
A13775	chr11	66108700
A13776	chr3	23961609
A13777	chr4	113091482
A13778	chr11	534764
A13779	chr3	167284121
A13780	chr4	57351460
A13781	chr19	7697565
A13782	chr11	66101012
A13783	chr4	76486176
A13784	chr4	76457419
A13785	chr4	56857283
A13786	chr11	86661577
A13787	chr11	66083236
A13788	chr4	75694932
A13789	chr1	145745496
A13790	chr19	6914023
A13791	chr3	57645000
A13792	chr3	57547287
A13793	chr1	92738251
A13794	chr3	57428899
A13795	chr11	66054346
A13796	chr11	66049216
A13797	chr1	104234669
A13798	chr11	281862
A13799	chr19	5897652
A13800	chr3	158043581
A13801	chr19	5749716
A13802	chr3	157328286
A13803	chr11	66040483
A13804	chr3	156432195
A13805	chr11	56468322
A13806	chr11	469830
A13807	chr19	5679669
A13808	chr3	155502270
A13809	chr3	155746455
A13810	chr11	56237489
A13811	chr16	29896674
A13812	chr16	29921440
A13813	chr11	56185221
A13814	chr16	29927344
A13815	chr3	150963080
A13816	chr7	2767145
A13817	chr3	150918303
A13818	chr3	154101482
A13819	chr1	27707768
A13820	chr19	49254957
A13821	chr3	154016310
A13822	chr11	55944563
A13823	chr3	147114240
A13824	chr11	55735482
A13825	chr11	55418847
A13826	chr12	117408857
A13827	chr16	87945880
A13828	chr16	29791328
A13829	chr11	66030048
A13830	chr6	160561285
A13831	chr10	127318402
A13832	chr10	126763080
A13833	chr3	142839986
A13834	chr6	157950671
A13835	chr3	142232872
A13836	chr17	16362064
A13837	chr20	44443405
A13838	chr18	28975807
A13839	chr3	141913431
A13840	chr8	67560087
A13841	chr3	186917263
A13842	chr2	220287280
A13843	chr1	26444849
A13844	chr3	140818848
A13845	chr11	36608476
A13846	chr11	36520199
A13847	chr3	88191034
A13848	chr17	15404057
A13849	chr3	138900356
A13850	chr11	65925026
A13851	chr20	43740953
A13852	chr1	32800706
A13853	chr1	249112740
A13854	chr1	248569850
A13855	chr1	15460704
A13856	chr17	57444070
A13857	chr3	85565855
A13858	chr9	136138202
A13859	chr3	184021669
A13860	chr20	25796481
A13861	chr17	56946106
A13862	chr3	184058888
A13863	chr12	77262667
A13864	chr12	57836577
A13865	chr3	183574947
A13866	chr12	57912335
A13867	chr13	100961977
A13868	chr15	72973307
A13869	chr12	57932499
A13870	chr1	11907084
A13871	chr11	46724915
A13872	chr12	58227116
A13873	chr11	46816222
A13874	chr11	46710397
A13875	chr19	880590
A13876	chr11	46667597
A13877	chr11	65813037
A13878	chr1	11024311
A13879	chr11	45678799
A13880	chr15	34775986
A13881	chr16	22136073
A13882	chr11	44940147
A13883	chr1	10501184
A13884	chr9	131708853
A13885	chr9	131693747
A13886	chr11	65789105
A13887	chr21	14778332
A13888	chr8	95900452
A13889	chr5	177647645
A13890	chr16	21254368
A13891	chr11	65780144
A13892	chr15	72471137
A13893	chr18	14155169
A13894	chr18	14094972
A13895	chr8	38027543
A13896	chr5	177421239
A13897	chr22	35472754
A13898	chr11	65770585
A13899	chr12	56755480
A13900	chr15	32393706
A13901	chr11	8977699
A13902	chr11	9013859
A13903	chr18	12857559
A13904	chr11	9100366
A13905	chr11	65766831
A13906	chr18	45407718
A13907	chr11	8007603
A13908	chr11	7949694
A13909	chr10	38252030
A13910	chr12	56031141
A13911	chr5	175810668
A13912	chr5	175831513
A13913	chr5	95747983
A13914	chr8	19791998
A13915	chr5	95001467
A13916	chr3	123648358
A13917	chr11	67174473
A13918	chr11	65738229
A13919	chr10	133760643
A13920	chr5	94329862
A13921	chr11	67121345
A13922	chr11	6220932
A13923	chr19	18505190
A13924	chr2	115901602
A13925	chr11	67136643
A13926	chr11	65720175
A13927	chr11	67219486
A13928	chr11	5536779
A13929	chr11	5529872
A13930	chr10	118316405
A13931	chr11	74203767
A13932	chr11	74172330
A13933	chr11	67223288
A13934	chr12	38714082
A13935	chr11	65687880
A13936	chrX	118130449
A13937	chr11	73715903
A13938	chr11	73690032
A13939	chr11	65685433
A13940	chr11	73613267
A13941	chr11	73537269
A13942	chr11	73429432
A13943	chr11	72938370
